season,episodeNum,speaker,line
11,21,Chuck,"If my plan doesn't work, then humans will step up. You, Sam, others that are the chosen will have to find a way. It's why I saved you years ago. You're the firewall between light and darkness."
11,21,Dean,"No. No, I... Look, give me a – a vampire, and I'm good. But this – God's sister? That is way above my pay grade. I... It... Bottom line is i-it's you who has to take her out. And look, then after that, you know, get a condo in Cancun. I don't care!"
11,21,Dean,I got you a beer. I don't know if you drink.
11,21,Donatello,I do now.
11,21,Dean,Well... [Sighs] I don't know... if Chuck is leaning our way.
11,21,Donatello,You don't know?
11,21,Dean,"If we do get Lucifer for the added muscle, then...maybe he'll play ball."
11,21,Donatello,I thought they hated each other.
11,21,Dean,"Yeah, they do."
11,21,Donatello,Wow. I so miss being an atheist.
11,21,Sam,"All right, Metatron. Make it quick. Don't touch anything."
11,21,Metatron,Fine. Dean! Thanks for inviting me.
11,21,Dean,Inviting you? You've been circling the building all night. You sent me 200 text messages with dumbass emojis. You got three minutes.
11,21,Metatron,"Oh. Donatello! Pleasure to meet you. Metatron, scribe of God. I was there when you were designed. I wrote your name on the inside of the angels' eyelids."
11,21,Donatello,He's freaking me out.
11,21,Dean,"Okay. You said you wanted to help. Besides world-class douchery, what do you have to offer?"
11,21,Metatron,"Oh, nothing. I just transcribed the angel tablet and know all the spells. And I know what makes Amara tick. And I had a relationship with the big guy for eons. Shall I keep going?"
11,21,Sam,Ah! That's mine! [takes beer from Metatron] [Turning to Dean] As much as I hate to admit this... he kind of has a point.
11,21,Dean,I don't know.
11,21,Metatron,[Scoffs] You need all the help you can get – even douche help.
11,21,Dean,And since when did you jump on the God wagon? You never used to give a damn.
11,21,Metatron,"Well, I didn't – at one time. Now that he's gone all kamikaze, leaving us with the Darkness, I... [Sighs] I was by his side since the creation. He believed in me. If there's something I can do to help save him and his creation, then... ...uh, it seems like I should."
11,21,Dean,The plan is to rescue Lucifer from Amara. Then he teleports us out of Amara's hideout and we convince Chuck to use him to fight her.
11,21,Metatron,[Scoffs] That's your plan? Do you even know where Amara is?
11,21,Donatello,"Um, I think I might know where she is. I've been getting this vibe. Uh, it's like a ping in my cerebral cortex."
11,21,Metatron,"Oh, so either Amara or a stroke.  And how are we supposed to keep Amara busy while we're... liberating Lucifer?"
11,21,Amara,"Thank you for reaching out to me, Dean."
11,21,Dean,You said you wanted to meet.
11,21,Amara,I missed you. And the... sensations you arouse. I know you feel the same way. So...what do we do?
11,21,Dean,There can be no us. We should just walk away.
11,21,Amara,Then why don't you?
11,21,Casifer,"Oh, goody. Larry, Curly, Moe. Search and rescue? Oh, wow. [to Donatello] It's one of Dad's favorites. Your ticket finally got punched, huh? It's wacky, isn't it? One minute, you're...nobody. And then – Shazam – you're Joan of Arc. Let's, uh – Let's hope this ends better than that."
11,21,Sam,"All right, can the small talk. We're busting you out of here."
11,21,Casifer,"Well, it seems fair since I wouldn't be here if you lunatics hadn't set me up to be grabbed by Amara."
11,21,Sam,"You're gonna help us take her down. If you say no, we'll just leave you here in Abu Ghraib."
11,21,Casifer,"[Chuckles, coughs] Say no? You see what she's done to me? Do I look like a fan?!"
11,21,Amara,"This place, this world hasn't been especially easy for you. Why not at least consider my offer?"
11,21,Dean,This world is flawed. I will give you that. But I am not ready to say goodbye to it just yet.
11,21,Amara,"But one way or the other, you will. It's inevitable. My brother won't stop me again, because he can't. Dean, give up your... smallness, your humanity and become boundless within me."
11,21,Metatron,"Eeroh, mahday saytah!"
11,21,Casifer,Did you grab this from the steno pool?
11,21,Sam,You understand you'll be working with your father. Is that gonna be a problem?
11,21,Casifer,[Groans] That's family. This is bigger.
11,21,Sam,"So, you'll table all the old stuff?"
11,21,Casifer,What happens in Heaven stays in Heaven.
11,21,Metatron,"[chanting in concentration] Kahtoh, mahday, tayroh!"
11,21,Sam,"Metatron, are we getting any closer? Dean can't stall forever."
11,21,Metatron,I'm – I'm – I'm narrowing it down.
11,21,Dean,"You're right. I am drawn to you. And it bothers the hell out of me, 'cause I can't control it."
11,21,Amara,Then why fight it? What you're feeling is that I am the end of your struggle. Something stops you. Keeps you from having it all.
11,21,Metatron,"Sahboh, taylah!"
11,21,Casifer,"Oh, oh! Yes."
11,21,Amara,Where are your thoughts? Something's different.
11,21,Sam,"Hey, Lucifer, zap us out of here – quick!"
11,21,Casifer,"Oh, no can do."
11,21,Sam,What do you mean you can't do it?
11,21,Casifer,Temporarily grounded. Equipment malfunction.
11,21,Amara,[backing away from Dean] You've spoken with God. You've seen him. You betrayed me.
11,21,Donatello,"Guys, I'm – I'm feeling her! She's coming!"
11,21,Sam,"All right, we're out of here. [lifting Casifer, arm thrown over his shoulder] Okay. Come on."
11,21,Sam,"All right, Metatron, come on."
11,21,Metatron,"It's okay, Sam. You go."
11,21,Sam,What?! Come on!
11,21,Metatron,I'm serious. I got this.
11,21,Amara,"The secretary. [Metatron activates spell] You were kidding with that, weren't you?"
11,21,Metatron,He meant well. Spare the universe.
11,21,Amara,"Spare this. [She blasts Metatron with power, and he is sucked away into portal, then gone]"
11,21,Amara,You really aren't worth sparing. None of you. [she raises her arms to strike]
11,21,Donatello,What happened?!
11,21,Donatello,Where are we?
11,21,Sam,[entering maptable room – Scoffs] Home.
11,21,Chuck,"[Entering room, Sighs] Occasionally, I do answer a prayer."
11,21,Chuck,[looking at Casifer] [Sighs] You've changed.
11,21,Casifer,You've changed.
11,21,Chuck,"Well, still... I'm really pretty much the same."
11,21,Dean,"Still twitchy, huh? Now, you've met God, Lucifer and the Darkness. You're gonna need a spa day."
11,21,Donatello,[Chuckles]
11,21,Dean,"That or a pair of hookers. [bitchface from Sam, Dean smirks]"
11,21,Donatello,"Ah, I have to sort it all out to see what comes next. I don't feel much like returning to academia and... I sure as hell can't go back to being an atheist."
11,21,Dean,"Yeah, I hear you."
11,21,Donatello,"Thank you... I guess. And, uh... if there is a tomorrow... Given your line of work, I'll probably see you again."
11,21,Sam,"Stay tuned, we may need you."
11,21,Dean,[to Sam] So Metatron took one for the team.
11,21,Sam,Yeah.
11,21,Dean,"Well, I wouldn't have called that."
11,21,Sam,"[Sighs] So, you want to tell me about it? [Dean looks at him in question] I mean Amara obviously figured out something was going on and... she didn't rip your head off."
11,21,Dean,"She wants me to be a part of her. Not metaphorically, I'm talking literally. Forever. So in other words…. adios. [Dean turns and walks away, Sam watching in concern, follows]"
11,23,DEAN,[Grunting]
11,23,SAM,[kneels next to Chuck]
11,23,CAS,
11,23,DEAN,
11,23,SAM,[to Chuck]
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,[helping Cas up]
11,23,SAM,[to Chuck]
11,23,CHUCK,
11,23,SAM,
11,23,CHUCK,
11,23,DEAN,
11,23,CHUCK,
11,23,ROWENA,[walking into the room]
11,23,CROWLEY,
11,23,CAS,
11,23,DEAN,
11,23,ROWENA,
11,23,DEAN,
11,23,SAM,
11,23,CAS,
11,23,SAM,
11,23,CAS,
11,23,DEAN,
11,23,CROWLEY,
11,23,CHUCK,
11,23,SAM,
11,23,CHUCK,
11,23,SAM,
11,23,SAM,[to Chuck]
11,23,CAS,
11,23,SAM,
11,23,DEAN,[Sighs]
11,23,DEAN,
11,23,SAM,
11,23,DEAN,[taking another sip of beer]
11,23,WOMAN,
11,23,WOMAN,
11,23,OLDER WOMAN,
11,23,WOMAN,
11,23,ANNA,
11,23,TONI,
11,23,ANNA,
11,23,ANNA,
11,23,TONI,[Sighing]
11,23,DR.PINFIELD,
11,23,TONI,[turning the television off]
11,23,TONI,
11,23,TONI,
11,23,TONI,
11,23,DEAN,
11,23,SAM,[frustrated]
11,23,ROWENA,[Crowley mocks her as she speaks]
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,ROWENA,
11,23,CHUCK,
11,23,CROWLEY,
11,23,CHUCK,
11,23,CROWLEY,
11,23,CHUCK,
11,23,CROWLEY,
11,23,ANNA,
11,23,TONI,
11,23,ANNA,
11,23,TONI,
11,23,ANNA,
11,23,ROWENA,
11,23,CHUCK,[sighing]
11,23,CROWLEY,
11,23,CROWLEY,
11,23,SAM,
11,23,ROWENA,
11,23,SAM,[raising his voice]
11,23,CROWLEY,
11,23,SAM,
11,23,CHUCK,
11,23,SAM,[looks around at everyone]
11,23,CROWLEY,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,[Chuckles]
11,23,CAS,
11,23,DEAN,
11,23,DEAN,
11,23,SAM,
11,23,CHUCK,
11,23,CAS,
11,23,SAM,
11,23,CAS,Of course. It's balanced.
11,23,DEAN,
11,23,SAM,
11,23,CAS,
11,23,SAM,
11,23,CHUCK,[Sighs]
11,23,ROWENA,
11,23,CHUCK,[Sighs]
11,23,CHUCK,
11,23,CROWLEY,[sarcastically]
11,23,CHUCK,
11,23,SAM,
11,23,CHUCK,
11,23,DEAN,
11,23,CHUCK,
11,23,SAM,
11,23,ROWENA,[Scoffs]
11,23,SAM,
11,23,CROWLEY,
11,23,CAS,
11,23,ROWENA,
11,23,DEAN,
11,23,ROWENA,
11,23,DEAN,[to Chuck}
11,23,CHUCK,
11,23,SAM,
11,23,DEAN,
11,23,ROWENA,
11,23,CROWLEY,
11,23,CAS,
11,23,SAM,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,SAM,[Chuckles]
11,23,DEAN,
11,23,CROWLEY,
11,23,DEAN,
11,23,CROWLEY,
11,23,SAM,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,DEAN,[annoyed]
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,SAM,[struggling]
11,23,DEAN,[yelling]
11,23,SAM,[breathing heavily]
11,23,DEAN,
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,SAM,
11,23,CAS,
11,23,DEAN,
11,23,SAM,
11,23,CROWLEY,
11,23,DEAN,
11,23,CROWLEY,
11,23,CAS,
11,23,CROWLEY,[sarcastically]
11,23,BILLIE,
11,23,SAM,
11,23,ROWENA,
11,23,DEAN,
11,23,BILLIE,[to Crowley as she walks past him]
11,23,SAM,
11,23,BILLIE,
11,23,DEAN,
11,23,BILLIE,
11,23,SAM,
11,23,DEAN,
11,23,BILLIE,
11,23,SAM,
11,23,BILLIE,
11,23,CAS,[questioning]
11,23,BILLIE,
11,23,WOMAN,
11,23,AMARA,[looks surprised]
11,23,WOMAN,
11,23,WOMAN,
11,23,AMARA,[drawing her hands further into her lap]
11,23,WOMAN,
11,23,AMARA,
11,23,WOMAN,
11,23,DEAN,
11,23,CAS,
11,23,BILLIE,
11,23,BILLIE,[to Rowena]
11,23,BILLIE,
11,23,DEAN,
11,23,BILLIE,
11,23,CAS,
11,23,DEAN,
11,23,CHUCK,
11,23,DEAN,
11,23,CASS,"We need somebody to get close to her, someone with a... personal connection."
11,23,DEAN,
11,23,CROWLEY,
11,23,DEAN,
11,23,CROWLEY,
11,23,ROWENA,
11,23,ROWENA,
11,23,DEAN,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,
11,23,ROWENA,
11,23,TONI,
11,23,CHAUFFEUR,
11,23,TONI,
11,23,SAM,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,[turns and pats Sam on the shoulder as he walks away]
11,23,DEAN,"[to Chuck, who is being supported by Rowena]"
11,23,CHUCK,
11,23,CAS,
11,23,DEAN,
11,23,DEAN,[accepts the hug good-naturedly but then looks sad]
11,23,CAS,
11,23,DEAN,
11,23,CAS,
11,23,DEAN,[places his hand on Cas’s shoulder]
11,23,DEAN,
11,23,SAM,
11,23,DEAN,
11,23,DEAN,
11,23,SAM,
11,23,DEAN,[ Chuckles]
11,23,DEAN,
11,23,CROWLEY,
11,23,CROWLEY,
11,23,AMARA,
11,23,DEAN,
11,23,AMARA,
11,23,DEAN,
11,23,DEAN,
11,23,AMARA,
11,23,AMARA,
11,23,DEAN,
11,23,AMARA,
11,23,DEAN,
11,23,AMARA,
11,23,CROWLEY,
11,23,CAS,[looking at Chuck]
11,23,AMARA,
11,23,DEAN,
11,23,SAM,
11,23,CHUCK,
11,23,DEAN,
11,23,AMARA,
11,23,DEAN,
11,23,AMARA,[Scoffs]
11,23,DEAN,
11,23,DEAN,
11,23,SAM,
11,23,CHUCK,
11,23,SAM,
11,23,SAM,
11,23,CHUCK,
11,23,SAM,
11,23,CHUCK,[to Amara]
11,23,AMARA,
11,23,CHUCK,
11,23,AMARA,[tearfully]
11,23,CHUCK,
11,23,AMARA,
11,23,CHUCK,
11,23,CROWLEY,
11,23,ROWENA,
11,23,CAS,
11,23,CHUCK,
11,23,DEAN,
11,23,CHUCK,
11,23,CHUCK,
11,23,DEAN,
11,23,CHUCK,
11,23,AMARA,
11,23,CAS,
11,23,TONI,
11,23,TONI,
11,23,SAM,
11,23,TONI,
11,23,SAM,
11,23,TONI,
11,23,SAM,
11,23,TONI,
11,23,SAM,
11,23,TONI,
11,23,SAM,[continuing to move forward]
11,23,TONI,
11,23,SAM,
11,23,DEAN,
11,23,DEAN,
12,1,EXTERIOR,THE SCENE OPENS WHERE THE SEASON 11 EPISODE 23 ENDED. MARY AND DEAN ARE IN A PARK AT NIGHT LOOKING AT EACH OTHER.  DEAN LOOKS DOWN AT THE PHONE IN HIS HAND AND PUTS IT IN HIS POCKET.
12,1,EXTERIOR DAWN,THE SCENE CHANGES TO THE SAME PARK AS BEFORE BUT NOW THE SUN IS RISING.  DEAN AND MARY ARE SITTING ON A BENCH.  DEAN HAS PLACED HIS COAT AROUND MARY’S SHOULDERS.
12,1,EXTERIOR DAY,THE SCENE CHANGES TO TONI BEVELL KNOCKING ON A DOOR WHILE A ROOSTER CROWS IN DISTANCE.  BEHIND TONI IS THE SUV AND THE MAN WHO PICKED HER UP AT THE AIRPORT.  THE DOOR OPENS.
12,1,INTERIOR,"A BODY IS LAYING ON THE FLOOR WITH ITS EYES BURNED OUT.  CAMERA PANS UP TO SEE CROWLEY, WHO JUST ENTERED, KNEELING DOWN NEXT TO THE BODY.  A DOOR OPENS AND TWO DEMONS ENTER."
12,1,EXTERIOR DAY,SCENE CHANGES TO A WHITE FARM HOUSE THEN TRANSITIONS TO IHE INSIDE WHERE TONI IS ON THE PHONE.
12,1,INTERIOR,DEAN AND MARY ENTER THE MEN OF LETTERS’ BUNKER.
12,1,INTERIOR,THE TWO DEMONS ENTER THE HOUSE AND CLOSE THE DOOR.  THERE’S A BODY WITH BURNED OUT EYES IN THE FOREGROUND.
12,1,INTERIOR,"DEAN, CASTIEL, AND MARY ENTER A GARAGE WHERE THE DRIVER OF THE SUV IS WORKING ON THE VEHICLE."
12,1,INTERIOR,TONI OPENS THE DOOR AND WALKS DOWN THE STAIRS.  SAM’S RGHT FOOT HAS BEEN BURNED BY THE BLOW TORCH.  SAM GROANS WEAKLY.
12,1,INTERIOR,"GREGORY IS SITTING IN FRONT OF HIS DESK WITH CASTIEL, DEAN, AND MARY STANDING BEFORE HIM."
12,1,INTERIOR,"SAM COMES OUT OF CONSCIOUSNESS. HE FINDS HIMSELF ON THE FLOOR, UNCHAINED, AND SITS UP.  CLEARLY IN PAIN, SAM LOOKS AT HIS FOOT THAT HAS BEEN WRAPPED.  HE LOOKS AROUND REALIZING HE’S ALONE IN THE CELLAR.  HE TOUCHES HIS NECK AND FEELS A NEEDLE PUNCTURE. LOOKING UP HE SPOTS A CAMERA AND REALIZES HE’S BEING WATCHED.  THE VIEW SWITCHES TO A MONITOR WHERE TONI AND MS WATTS ARE WATCHING SAM."
12,1,EXTERIOR DAY,"DEAN AND MARY, IN THE FRONT SEAT, DRIVE OFF WITH CASTIEL."
12,1,INTERIOR,SAM IS LIMPING AROUND THE CELLAR.  HE RATTLES THE OUTSIDE CELLAR DOOR WHICH IS CHAINED SHUT.
12,1,EXTERIOR DAY,DEAN IS DRIVING DOWN THE ROAD AND WE LOOK INTO THE INTERIOR OF THE IMPALA.
12,1,INTERIOR,IN THE CELLAR OF THE FARM HOUSE SAM IS STILL HEARING HIGH PITCHED RINGING.   HE DROPS TO HIS KNEES AND LOOKS UP TO SEE A HALLUCINATION OF JESSICA BURNING ON THE CEILING.  TONI KEEPS WATCH ON THE MONITOR.
12,1,EXTERIOR DAY,MS WATTS STEPS AWAY FROM HER VEHICLE.  BEHIND HER BACK SHE ACTIVATES THE WARDING ON HER BRASS KNUCKLES.  SHE WALKS TOWARD DEAN.
12,1,INTERIOR,SAM IS ON HIS KNEES HEARING DISEMBODIED VOICES.
12,1,EXTERIOR DAY,"FIGHT BETWEEN DEAN, MS WATTS, AND CASTIEL CONTINUES. AFTER THROWING DEAN AGAINST HER VEHICLE, SHE KICKS AN ANGEL BLADE OUT OF CASTIEL’S HAND."
12,1,INTERIOR,WHILE SAM IS HEARING VOICES HE LOOKS AT HIMSELF IN A MIRROR.
12,1,EXTERIOR DAY,"MS WATTS PICKS UP THE GUN FROM THE IMPALA, COCKS IT, AND POINTS IT AT DEAN AND CASTIEL."
12,1,INTERIOR,SAM COVERS HIS EARS TO STOP THE RINGING.  HE HEARS DEAN’S VOICE AS HE LOOKS AT HIMSELF IN THE MIRROR.
12,1,EXTERIOR DAY,DEAN AND CASTIEL HIDE MS WATTS’ CAR.    MARY LOOKS AT HER HANDS.  DEAN WALKS OVER AND KNEES DOWN IN FRONT OF HIS MOTHER.
12,1,EXTERIOR DAY,A POLICE OFFICER IS KNEELING LOOKING DOWN.
12,1,EXTERIOR,THE IMPALA DRIVES AWAY INTO THE GATHERING DARKNESS.  DEAN LOOKS AT HIS MOTHER WHO’S SITTING IN THE BACK SEAT.
12,1,INTERIOR,SAM IS SITTING ON THE STAIRS IN PAIN.  TONI WATCHES THE MONITOR.  THE CAMERA PULLS BACK AS SAM LEANS HIS HEAD AGAINST THE RAIL AND CLOSES HIS EYES.
12,2,INTERIOR,"SAM’S IN BED BREATHING HEAVILY.  CAMERA PANS TO TONI NEXT TO HIM, CANDLES LIT IN THE BACKGROUND."
12,2,SAM,Wow.
12,2,TONI,"Isn't this much more pleasant, Sam?"
12,2,TONI (CHUCKLES),"Well, you know what they say. Opposites attract."
12,2,TONI,"Oh, we'll get there, Sam. Just another couple of questions."
12,2,SAM,Hmm.
12,2,INTERIOR,SAM AND TONI ARE IN BED RELAXING AND HOLDING GLASSES OF WINE.
12,2,TONI,Fascinating. But surely you exaggerate. American Hunters can't be as bad as you say.
12,2,SAM,"Yeah. Uh, yeah, they can. What, they're not in the U.K.?"
12,2,TONI,"No. No, they work for us. Tools. They kill. They don't think."
12,2,SAM,Huh.
12,2,TONI,Who recruited you and your brother? To whom do you report?
12,2,SAM,"We, uh... We're not just gonna talk all night, right? 
AS SAM MOVES OVER PULLING THE SHEET UP, DEAN’S VOICE IS HEARD."
12,2,INTERIOR,THE BUNKER.  DEAN’S SITTING DOWN TALKING ON HIS PHONE.
12,2,EXTERIUOR,"NIGHT, CASTIEL IS OUTSIDE ALDRICH, MISSOURI STANDING LEANING AGAINST THE TRUCK."
12,2,CASTIEL,"It's pretty rural. Not a lot of beat cops. I've checked all the motels, abandoned buildings. No sign of Sam."
12,2,DEAN,"All right. I don't know. You know, check... real-estate offices. See if anybody bought a place or rented a place. I mean, these people had a freakin' plane. Maybe they do things legit."
12,2,CASTIEL,"Okay, I understand. I'll call you in the morning."
12,2,DEAN,"Cass, hey. So, here's the thing. It's been kind of weird here with, you know, Mom being back. It's like we don't know how to act around each other, so we just kind of make this small talk and act normal, but it's – it's so not normal."
12,2,CASTIEL,"Um, I'm – I'm not sure. What – what has she said to you?"
12,2,DEAN,"Well, nothing. That – that – that's the whole point."
12,2,CASTIEL,"Okay, what have you said to her?"
12,2,DEAN,"Well, nothing. I'm – I don't know what to say to her, you know? It – it's – it's like it's all just too much, and...I don't want to overwhelm her."
12,2,CASTIEL,"Don't make things needlessly complicated, as you humans tend to do. I'll call you."
12,2,DEAN,Yeah. Great. That's helpful. Thanks.
12,2,MARY,Any news on Sam?
12,2,DEAN,"Um, so somewhere outsi– here. Somewhere outside of Aldrich, Missouri. Cass is going through it with a fine-toothed comb, and I've cracked every database I could."
12,2,MARY,Every what?
12,2,DEAN,Right. No Internet your first time around.
12,2,MARY,Our house didn't have an electric typewriter. So...are you really afraid of overwhelming me?
12,2,DEAN,"Mom, look, I am... thrilled that you're back. I mean, I'm so damn happy, I-I-I can't even stand it."
12,2,MARY,"I just... it's just gonna take me a second to catch up, you know?"
12,2,DEAN,"Yeah, no, no. Look, take – take all the time you need, all right? It's – it is what it is."
12,2,MARY,And when we do find Sam... how am I gonna face him?
12,2,DEAN,What do you mean?
12,2,MARY,That yellow-eyed thing would never have come for him that night if I... I started all of this.
12,2,INTERIOR,SAM IS LAYING ON HIS STOMACH WITH TONI BEHIND HIM STROKING HIS BACK.
12,2,TONI,"It's just surprising that for all your efforts, yours and all the Hunters, monsters remain rampant in this country."
12,2,SAM,"Yeah, we just, uh – just keep plugging away, I guess."
12,2,TONI,Do you ever think – and don't take this the wrong way – that some of your soldiers may have been compromised? Or bought.
12,2,SAM,"I mean... No, I-I don't, um..."
12,2,TONI,Is everything all right?
12,2,SAM,No!
12,2,TONI,Is everything all right?
12,2,SAM,"No! I shouldn't – I shouldn't be talking to you. 
THE SCENE SWITCHES BETWEEN THE CELLAR AND THE BEDROOM AND END IN THE CELLAR WHEN SAM RAISES HIS HEAD.  SAM IS CHAINED AND IN THE CHAIR.  TONI IS SITTING IN HER USUAL SPOT."
12,2,TONI,"You'll have to admit, it was fun while it lasted."
12,2,SAM,What did you do to me?
12,2,TONI,"An hallucination created by potion and powerful spell work. So...was it good for you? Hm. Sadly, I can't do the spell again. Your brain would liquefy, which we don't want. Yet. So... I'll have to resort to less... pleasant methods."
12,2,TONI,Enhanced interrogation was never part of my job description.
12,2,TONI,But as it turns out... ...I'm a quick study.
12,2,INTERIOR,"BUNKER, DEAN IS SITTING IN KITCHEN IN FRONT OF THE LAPTOP WHEN MARY WALKS IN."
12,2,DEAN,"Hey, how'd you sleep?"
12,2,MARY,I had dreams all night.
12,2,DEAN,Good dreams?
12,2,MARY,Stuff I'd forgotten about. Funny stuff your dad did. He was a great father.
12,2,DEAN,"Hey, Cass, what do you got?"
12,2,EXTERIOR,"DAY, CASTIEL IS STANDING SLIGHTLY BEHIND A VERY LEAFY TREE."
12,2,CASTIEL,"I think I may have found Sam's location. It's a farm. It appears empty, but it was rented two weeks ago to a woman with an English accent."
12,2,DEAN,Did you have a look inside?
12,2,CASTIEL,"No No, it's – it's powerfully warded."
12,2,DEAN,"Powerfully warded? Okay, see, buddy, that – that was your headline right there."
12,2,CASTIEL,Are we still discussing the same thing?
12,2,DEAN,Where are you?
12,2,CASTIEL,I'll text you the address.
12,2,DEAN,"Okay, got it. I'm on my way."
12,2,MARY,I'll get my coat.
12,2,DEAN,"Wait. Uh Okay. Why don't I take this one solo, okay? We just – we don't know what we're walking into here."
12,2,MARY,We never know. We're Hunters.
12,2,DEAN,"Right. Um... Okay, I-I can't do my job if I'm worried about you."
12,2,MARY,"Dean. You won't have to be. I can handle myself. Okay? All right, good talk."
12,2,DEAN,"Oh, boy."
12,2,INTERIOR,WATER IS THROWN INTO SAM’S FACE.
12,2,TONI,"Good morning, Sam. Let's start again, shall we? Take our time. I've cleared my calendar. I would like names and locations of every Hunter... the passcodes to each and every Men of Letters database held in the bunker, and then – oh, yes –  let's do discuss your relationship with the demon Ruby."
12,2,TONI,Mick.
12,2,EXTERIOR,"DAY, MICK IS WALKING AROUND MS. WATT’S CAR.  SHE’S LAYING INSIDE."
12,2,MICK,"You've been a bad girl, Toni. And I've come to fetch you."
12,2,TONI,I have Sam Winchester. He's close to breaking. Just leave me be.
12,2,MICK,"No can do. You disobeyed orders. Oh, and you should know, your Ms. Watt – quite dead. Courtesy of Dean Winchester and friends."
12,2,INTERIOR,INSIDE A RESTAURANT.  ROWENA IS SITTING AT A TABLE WITH A MAN.
12,2,ROWENA,"Sent me to the grandest boarding schools, but I was a wee imp and ran away for a life in the arts. Mother didn't speak to me until I became a star."
12,2,BEN,A star? Of?
12,2,ROWENA,"Uh, do you follow the Royal Ballet?"
12,2,BEN,Not a bit.
12,2,ROWENA,The Royal Ballet.
12,2,BEN,"You know, it reminds me a lot of my story. I left school to work in a steel mill. I rose up through the ranks, and now I own half a dozen."
12,2,ROWENA,You're not serious?
12,2,CROWLEY,"More wine, madam?"
12,2,ROWENA,You're like a boil that keeps coming back no matter how many times I have it lanced.
12,2,CROWLEY,"Let me guess. Your dinner date is loaded, single, and possibly in delicate health."
12,2,ROWENA,What of it?
12,2,CROWLEY,"Well, just a stab, but you probably don't want me to reveal that his snookums is 300 years old and a witch."
12,2,ROWENA,"Fergus, the man treats me like a queen. It's my chance to leave behind monsters and demons and moldy hideouts. So help me, if you muck this up."
12,2,CROWLEY,"Oh, I wouldn't dream of it, Mummy... if you do me one tiny favor. Help me with Lucifer."
12,2,ROWENA,Lucifer?
12,2,CROWLEY,I have a score to settle.
12,2,INTERIOR,THERE’S THE SOUND OF CHEERS AND APPLAUSE.  HARD ROCK MUSIC IS PLAYING.  THE CAMERA PULLS BACK AND WE SEE A LOGO FOR VINCE VINCENTE’S WORLD TOUR.THE BAND BECOMES VISIBLE AS THE SONG ENDS AND THE CROWD CHEERS.
12,2,ANNOUNCER,"Let's hear it for Vince Vincente and the rest of the band! See you the next time around. Good night, Cleveland!"
12,2,WOMAN #1,Whoo! I love you guys!
12,2,ANNOUNCER,"Good night, Cleveland! We love you!"
12,2,TOMMY,"Hey, Vinny, we're hitting the town tonight. Come with us. Check out the wonders of Cleveland."
12,2,VINCE,"Yeah, um... I'm good, thanks."
12,2,BAND MEMBER,"Tommy, Tommy, come on!"
12,2,TOMMY,"Yeah. Hey, I'll catch up with you guys later."
12,2,TOMMY,"Dude, you – You got to start living your life, man. You perform, you drink, you sleep, perform, drink."
12,2,VINCE,I-I get it. I get it.
12,2,TOMMY,"Look. Vince, it's been years since Jen died. All I mean, brother, is, don't you think she'd want more for you than just –"
12,2,VINCE,"Get out of here, Tommy. Go see Cleveland."
12,2,EXTERIOR,"NIGHT, THE IMPALA IS DRIVING AWAY FROM THE CAMERA.  THE SCENE CHANGES TO THE INSIDE OF THE IMPALA."
12,2,MARY,I'm your mother. You have to do what I say. Look. They targeted the bunker. They obviously know a lot about you and Sam. They'll be expecting you. I'm the last person they'd expect.
12,2,DEAN,"You were good at this, weren't you?"
12,2,MARY,"Very. The thing is, Hunters... no matter how good they are, they all end up the same way."
12,2,DEAN,"You know when you died, it changed Dad. I mean, he was Hell-bent on finding out what happened. The Hunter life, it just took him over. I guess I was the same. But Sammy – Sammy, he was different. He wanted out. He went to school. He went to Stanford."
12,2,MARY,Sam had a chance to get out? And he came back?
12,2,DEAN,"When Dad disappeared, Sam and I looked around, and something became very clear. That the only thing we had in this world – the only thing, aside from this car – was each other."
12,2,INTERIOR,"VINCE OPENS THE DOOR TO HIS ROOM AND ENTERS.  THERE ARE SEVERAL PICTURES OF JEN.  VINCE GOES INTO THE BATHROOM AND TURNS ON THE WATER.  THE WATER RUNS OVER VINCE'S HANDS AS HE LOOKS INTO THE MIRROR.  THE WATER CHANGES TO BLOOD.  NOT LOOKING, VINCE BRINGS HIS HANDS TO HIS FACE AND WIPES.  HE OPENS HIS EYES TO SEE THE BLOOD ON HIS FACE AND SCREAMS."
